title,summary,publish_date,positive,neutral,negative
"거래소, '유상증자 철회' <b>고려아연</b> 불성실공시법인 지정 예고","고려아연은 최근 유상증자 결정을 철회하면서 한국거래소로부터 불성실공시법인 지정 예고를 받았다. 회사는 3분기 실적 발표 후 유상증자를 긴급하게 결정했으나, 시장 상황을 충분히 고려하지 못해 우려를 키웠다고 사과했다. 유상증자 발표는 경영권 분쟁 속에서 주주가치를 제고하겠다는 의도와 상반되는 결정으로 비판을 받았다. 금융감독원은 유상증자가 투자자에게 중대한 오해를 일으킬 수 있다며 증권신고서 정정을 요구했고, 이에 따라 고려아연은 결정을 철회했다. 불성실공시법인으로 지정되면 벌점과 제재금이 부과되며, 누적 시 관리종목으로 지정될 수 있고, 유사 사례가 재발하면 상장폐지실질심사 대상이 될 수 있다.",2024-11-22,0.00014736566226929425,0.00016168506408575922,0.9996909379959107
"영풍, <b>고려아연</b>으로부터 받은 배당금만 1조 1300억원","영풍은 고려아연에 대한 적대적 M&A를 진행 중이며, 고려아연으로부터 받은 배당금 총액이 1조 1300억 원에 달합니다. 영풍의 고려아연 주식 취득원가는 약 2만 원으로, 투자수익률은 4979%에 이릅니다. 최윤범 회장이 대표이사로 취임한 이후, 장 씨 일가와 영풍 관련 회사들은 강화된 주주환원 정책의 수혜를 받아 5년간 6020억 원의 배당금을 받았습니다. 영풍은 올해 상반기 영업손실을 기록했지만, 고려아연으로부터 받은 배당금 덕분에 반기순이익 253억 원을 기록했습니다. 고려아연은 주주환원율이 이미 70%가 넘는 상황에서 영풍의 배당금 인상 요구를 거부했으며, 영풍은 이에 반발하여 표대결에 나섰으나 주총에서 부결되었습니다.",2024-11-24,0.00016081095673143865,0.00019941146310884506,0.9996397614479064
"<b>고려아연</b> &quot;영풍, 시장 불안 조성해 주식 저가 매수&quot;…금감원에 진정","고려아연은 MBK파트너스와 영풍 연합이 지난달 자사 주식 1.36%를 저가에 매수한 행위가 사기적 부정거래에 해당한다고 주장하며 금융감독원에 추가 조사를 요청했습니다. MBK·영풍 연합은 고려아연의 자기주식 공개매수 종료 직후 지분을 늘렸으며, 이 과정에서 시장의 불확실성을 키우고 주가 상승을 제한하려 했다는 의혹을 받고 있습니다. MBK 측은 2차 가처분이 인용될 가능성이 높다고 시장에 전달하여 주가 상승을 방해하고, 이를 통해 저가에 지분을 매입하려 했다는 비판을 받고 있습니다. 고려아연은 이러한 행위가 자본시장법이 금지하는 부정한 수단을 사용한 행위에 해당할 수 있다고 주장하며, MBK 측의 시장 기대 형성과 정보 제공이 주가에 영향을 미쳤다고 지적했습니다. 이러한 상황에서 고려아연은 MBK의 행위가 자본시장법 위반에 해당할 수 있다고 강조하며, 금융당국의 철저한 조사를 촉구하고 있습니다.",2024-11-21,0.0001402949565090239,0.00016200004611164332,0.9996976971626281
"거래소, '유상증자 번복' <b>고려아연</b> 불성실공시법인 지정 예고","고려아연이 유상증자 결정을 철회하면서 한국거래소로부터 불성실공시법인 지정 예고를 받았습니다. 지난달 30일, 고려아연은 보통주 373만 2650주를 유상증자하여 2조 5000억 원을 조달하겠다고 발표했으나, 13일에 이를 철회했습니다. 한국거래소는 이러한 공시 번복에 대해 유가증권시장공시규정에 따라 불성실공시법인 지정 여부를 심의할 것이라고 밝혔습니다. 고려아연은 이에 대해 이의를 신청할 수 있으며, 심의를 통해 벌점 및 제재금 부과 여부가 결정될 예정입니다. 이번 사건은 기업의 공시 신뢰성과 관련된 중요한 문제로 주목받고 있습니다.",2024-11-22,0.0007143912924220785,0.0003754103934625164,0.9989101886749268
"<b>고려아연</b>, 전구체 이어 제련 기술도 국가핵심기술 신청","고려아연은 자사의 핵심 제련 기술을 국가핵심기술로 지정해 달라는 건의서를 산업통상자원부에 제출했습니다. 이는 MBK 연합이 고려아연의 경영권을 확보한 후 해외 매각을 추진할 가능성을 사전에 차단하기 위한 조치로 보입니다. 국가핵심기술로 지정되면 해당 기술의 해외 매각이나 이전 시 산업부의 승인을 받아야 하므로 절차가 까다로워집니다. MBK는 고려아연의 경영권을 인수해 기업 가치를 높인 후 지분을 매각하는 전략을 계획하고 있었으나, 국가핵심기술 지정으로 인해 이러한 전략에 차질이 생길 수 있습니다. MBK와 영풍은 고려아연의 기술이 국가 경제 성장의 원천임을 강조하며, 기술 유출 방지를 위해 기업 지배구조를 개선하겠다고 밝혔습니다.",2024-11-21,0.0002853217505617067,0.00018642885552253575,0.9995283007621765
"거래소, '유상증자 철회' <b>고려아연</b> 불성실공시법인 지정 예고","고려아연은 지난달 자사주 소각 후 대규모 유상증자를 발표했으나, 이를 철회하면서 한국거래소로부터 불성실공시법인 지정 예고를 받았습니다. 유상증자 발표는 경영권 분쟁 중 주주가치를 제고하겠다는 의도와 상반되어 시장의 비판을 받았습니다. 금융감독원은 유상증자가 투자자에게 오해를 줄 수 있다며 증권신고서 정정을 요구했고, 이에 고려아연은 일주일 만에 유상증자 결정을 철회했습니다. 불성실공시법인으로 지정되면 벌점과 제재금이 부과되며, 벌점이 누적되면 관리종목으로 지정될 수 있습니다. 관리종목 지정 후 유사 사례가 재발하면 상장폐지실질심사 대상이 될 수 있습니다.",2024-11-22,0.00016340588917955755,0.00027548043872229757,0.9995611190795899
"<b>고려아연</b>, 제련 기술도 국가핵심기술 신청","고려아연은 하이니켈 전구체에 이어 자사의 핵심 제련 기술을 국가핵심기술로 지정해달라고 정부에 신청했습니다. 이 제련 기술은 '황산아연 용액 중 적철석 제조 기술'과 '격막 전해 기술을 활용한 안티모니 메탈 제조 기술'입니다. 산업통상자원부는 이 두 가지 기술을 국가핵심기술로 지정할지를 검토할 계획입니다. 이를 위해 전문위원회 심의 등을 통해 기술의 중요성과 가치를 평가할 예정입니다. 고려아연의 기술이 국가핵심기술로 지정되면, 해당 기술의 보호와 지원이 강화될 것으로 기대됩니다.",2024-11-21,0.2346549429872539,0.0009680155664682389,0.7643770113587379
"<b>고려아연</b>, MBK·영풍 '사기적 부정거래' 혐의로 금감원에 진정","고려아연은 MBK파트너스와 영풍 연합이 고려아연 지분을 저가에 매입한 행위가 사기적 부정거래에 해당한다고 주장하며 금융감독원에 추가 조사를 요청했습니다. MBK·영풍 연합은 고려아연의 자기주식 공개매수 종료 직후 지분을 추가로 취득했으며, 이 과정에서 시장 불확실성을 키우고 주가 상승을 방해했다는 의혹이 제기되었습니다. MBK 측은 2차 가처분 인용 가능성을 시장에 전달하여 주가 상승을 억제하고, 이를 통해 저가에 지분을 매입하려 했다는 비판을 받고 있습니다. 고려아연은 이러한 행위가 자본시장법 위반에 해당할 수 있다고 주장하며, 금융감독원의 엄정한 조사를 촉구했습니다. 금융감독원은 공개매수 과정에서 불공정거래가 확인되면 엄중히 조치하겠다는 입장을 밝힌 바 있습니다.",2024-11-21,0.00014572924992535264,0.00015362323902081698,0.9997006773948669
<b>고려아연</b> 제련기술 국가핵심기술 지정 추진,"고려아연은 안티모니 제련 기술과 아연 제련 독자 기술을 국가핵심기술로 지정받기 위해 산업통상자원부에 건의서를 제출했습니다. 이 기술들이 국가핵심기술로 지정되면, MBK파트너스가 고려아연의 경영권을 획득하더라도 해외 매각 전략에 제약이 생길 수 있습니다. 안티모니 제련 기술은 대기오염물질 배출을 줄이고 경제성을 높이는 기술로, 기존 건식 제련법보다 효율적입니다. 국가핵심기술로 지정되면 해당 기술의 수출이나 해외 인수합병 시 산업부 장관의 승인이 필요하게 됩니다. 이러한 지정은 기술의 해외 유출을 방지하고 국가 안보와 경제 성장을 보호하기 위한 조치로, 고려아연은 이를 통해 안티모니의 국내 생산이 국가 안보에 기여할 것으로 보고 있습니다.",2024-11-21,0.14339255387312733,0.0005144099908648059,0.856093043088913
[위클리 크레딧]등급 하향 위기 직면한 <b>고려아연</b>,"고려아연은 유상증자 계획을 철회하면서 재무 부담이 증가하여 신용등급이 하향될 위기에 처했습니다. 한국기업평가는 고려아연의 신용등급을 '부정적 검토' 대상으로 등록했으며, 이는 재무 안정성이 급격히 저하된 결과입니다. 효성화학은 신용등급 전망이 '부정적'으로 하향 조정되었으며, 이는 차입금 증가와 장기간 손실 누적에 따른 재무구조 악화 때문입니다. 효성화학의 부채비율과 차입금 의존도가 매우 높아졌고, 단기 차입금 비율도 크게 상승했습니다. 이러한 상황에서 효성화학은 주력 제품의 비우호적인 수급 환경으로 인해 재무구조 개선이 당분간 어려울 것으로 보입니다.",2024-11-23,0.00015410090272780508,0.00017128665640484542,0.9996745824813843
"<b>고려아연</b>, MBK·영풍 ‘사기적 부정거래’ 혐의로 금감원에 추가 진정","고려아연은 MBK파트너스와 영풍 연합이 고려아연 지분 1.36%를 저가에 매수한 행위를 사기적 부정거래로 보고 금융감독원에 추가 조사를 요청했습니다. MBK·영풍 연합은 고려아연의 자기주식 공개매수 종료 직후 지분을 추가로 취득했으며, 이 과정에서 시장의 불확실성을 키우는 가처분 신청을 반복했습니다. MBK 측은 2차 가처분이 인용될 가능성이 높다고 시장에 전달하여 주가 상승을 제한했고, 이를 통해 저가에 지분을 매입하려 했다는 의혹이 제기되었습니다. 고려아연은 이러한 행위가 자본시장법 위반에 해당할 수 있다고 주장하며, 금융감독원의 엄정한 조사를 촉구했습니다. 금융감독원은 불공정거래 행위가 확인되면 엄중히 조치하겠다는 입장을 밝혔습니다.",2024-11-21,0.0001411999808624387,0.00016434348071925342,0.9996944308280945
<b>고려아연</b> 하이니켈 전구체 국가핵심기술 지정,"고려아연의 하이니켈 전구체 제조 기술이 국가핵심기술로 지정되면서, 이 기술의 해외 유출 시 정부 승인을 받아야 하는 특별 관리 대상이 되었다. 이는 고려아연이 영풍과의 경영권 분쟁에서 자사 기술을 보호하고 현 경영진의 지배권을 유지하기 위한 명분으로 활용될 전망이다. 하이니켈 전구체는 이차전지 양극재의 핵심 물질로, 자동차용 고급 배터리 수요 증가에 따라 그 중요성이 커지고 있다. 영풍은 국가핵심기술 지정을 환영하며, 고려아연의 기술이 국가 경제 성장의 원천임을 강조하면서 기술 유출 방지를 약속했다. 고려아연은 MBK파트너스와 영풍이 경영권을 장악할 경우 해외 매각 가능성을 우려하며, 자사 기술과 자산 보호에 집중하고 있다.",2024-11-19,0.00023523477429989725,0.00016712212236598135,0.9995976567268372
'경영권 분쟁' <b>고려아연</b> '본업' 제련업도 국가핵심기술 신청(종합),"고려아연은 MBK파트너스와 영풍 연합의 경영권 인수 시도에 대응하기 위해 자사의 핵심 제련 기술을 국가핵심기술로 지정해달라고 정부에 신청했습니다. 이는 MBK 연합의 분할 매각을 차단하기 위한 전략으로, 앞서 이차전지 전구체 기술이 국가핵심기술로 인정받은 데 이어 추가로 제련업 기술까지 보호하려는 의도입니다. 고려아연이 신청한 제련 기술은 '황산아연 용액 중 적철석 제조 기술'과 '격막 전해 기술을 활용한 안티모니 메탈 제조 기술'로, 각각 철 회수와 대기 오염 물질 배출 감소에 기여합니다. 안티모니는 방위 산업과 첨단 기술 산업에 필수적인 희소금속으로, 고려아연은 이를 국내에서 유일하게 생산하고 있으며, 국가 안보에 중요한 역할을 할 수 있다고 강조했습니다. 산업부는 이 기술들을 국가핵심기술로 지정할지를 검토 중이며, 지정될 경우 MBK의 해외 매각 전략이 더욱 복잡해질 것으로 예상됩니다.",2024-11-21,0.00030242413049563766,0.00018006715399678796,0.9995174884796143
"<b>고려아연</b>, 제련 기술도 국가핵심기술 신청","고려아연은 하이니켈 전구체에 이어 자사의 핵심 제련 기술을 국가핵심기술로 지정해달라고 정부에 신청했습니다. 이 제련 기술은 '황산아연 용액 중 적철석 제조 기술'과 '격막 전해 기술을 활용한 안티모니 메탈 제조 기술'입니다. 산업통상자원부는 이 두 가지 기술을 국가핵심기술로 지정할지를 검토할 계획입니다. 이를 위해 전문위원회 심의 등을 통해 기술의 중요성과 가치를 평가할 예정입니다. 고려아연의 기술이 국가핵심기술로 지정되면, 해당 기술의 보호와 지원이 강화될 것으로 기대됩니다.",2024-11-22,0.2346549429872539,0.0009680155664682389,0.7643770113587379
정부가 <b>고려아연</b> 해외 매각 막는다,"정부는 고려아연의 이차전지 양극재 핵심 소재 관련 기술을 국가핵심기술로 지정했습니다. 이는 해당 기술이 해외로 유출될 경우 국가 안전보장과 경제 발전에 중대한 악영향을 미칠 수 있다는 의미입니다. 따라서 이 기술을 수출하거나 해외 인수합병을 진행하려면 산업부 장관의 승인을 받아야 합니다. 현재 고려아연과 MBK파트너스-영풍 연합 간의 경영권 분쟁에서, 정부의 이번 결정은 고려아연이 국가 기간 기업 보호 명분을 강화하는 데 도움이 될 수 있습니다. MBK파트너스는 외국 기업에 매각이 어려워지면서 경영권 확보를 위한 투자금 회수 방안에 제약이 생길 수 있습니다.",2024-11-18,0.0004286477982532233,0.00018358675588387997,0.9993877530097961
"MBK &quot;최윤범 회장, <b>고려아연</b> 유증 '경영권 방어용' 계획 시인&quot; [넘버스]","MBK파트너스는 최윤범 고려아연 회장이 경영권 방어를 위해 일반공모 유상증자를 계획했다고 인정한 발언을 문제 삼고 있습니다. 최 회장은 유상증자가 적대적 인수 시도를 막기 위한 것이었다고 밝혔으며, 이는 MBK 및 영풍과의 지분율 대결을 위한 도구였음을 시인한 것으로 해석됩니다. 법조계에서는 이러한 발언이 유상증자의 진정한 목적이 경영권 유지에 있었음을 드러낸 것이라고 보고 있습니다. MBK는 최 회장의 발언이 유상증자 증권신고서 및 철회신고서의 당초 목적과 배치된다고 지적하며, 허위공시가 자본시장법을 위반하는 행위라고 주장합니다. 대법원은 공시가 자본시장의 공정성과 신뢰성을 유지하는 데 필수적이라고 판단하며, 허위공시나 중요 정보 누락을 신뢰를 무너뜨리는 행위로 간주하고 있습니다.",2024-11-20,0.0001706019014818594,0.00030186632939148693,0.9995275616645813
<b>고려아연</b> 국가핵심기술 지정 '해외매각 제동'…MBK·영풍 &quot;환영&quot;,"고려아연이 보유한 하이니켈 전구체 가공 기술이 정부에 의해 국가핵심기술 및 국가첨단산업기술로 지정되었습니다. 이 기술은 리튬이차전지의 니켈 함량이 80%를 초과하는 양극 활물질 전구체 제조 및 공정 기술로, 전기·전자 및 이차전지 분야에서 중요한 기술로 평가받고 있습니다. 국가핵심기술로 지정됨에 따라, 이 기술을 수출하거나 외국인 투자를 진행할 경우 산업부 장관의 승인이 필요하게 되었습니다. MBK파트너스와 영풍은 이 기술의 중요성을 강조하며, 기업 지배구조를 개선하고 기술의 해외 유출을 방지하겠다고 밝혔습니다. 이번 지정은 MBK·영풍의 경영권 확보 시도에 영향을 미칠 수 있으며, 추후 해외 매각 시 정부 승인이 필요할 것입니다.",2024-11-18,0.002552550763357431,0.00027223349898122253,0.9971752047538758
'경영권 분쟁' <b>고려아연</b> '본업' 제련업도 국가핵심기술 신청,"고려아연은 MBK파트너스와 영풍 연합의 경영권 인수 시도에 대응하기 위해 자사의 핵심 제련 기술을 국가핵심기술로 지정해달라고 정부에 요청했습니다. 이 요청은 하이니켈 이차전지 전구체 제조 기술이 이미 국가핵심기술로 인정받은 데 이어 추가로 제련업 기술까지 보호하려는 전략으로 보입니다. 고려아연이 신청한 제련 기술은 '황산아연 용액 중 적철석 제조 기술'과 '격막 전해 기술을 활용한 안티모니 메탈 제조 기술'로, 각각 철 회수와 대기 오염 물질 배출 감소에 기여하는 기술입니다. 이러한 기술이 국가핵심기술로 지정되면, MBK 연합의 해외 매각 시도가 더욱 어려워질 수 있습니다. 산업부는 이 기술들을 국가핵심기술로 지정할지를 검토 중이며, 지정될 경우 외국 기업의 인수합병에 대한 정부의 승인 권한이 강화됩니다.",2024-11-21,0.000657636416144669,0.00022538233315572143,0.9991170048713685
&quot;경영권 방어 시인&quot; vs &quot;허위 짜깁기&quot;…MBK-<b>고려아연</b> 또 공방(종합),"고려아연의 최윤범 회장은 최근 경영권 분쟁과 관련하여 적대적 인수를 막기 위한 유상증자 계획이 실수였다고 인정하며 사과했습니다. MBK파트너스와 영풍은 최 회장의 발언을 경영권 방어를 위한 유상증자 계획을 시인한 것으로 해석하며 비판했습니다. 이에 대해 고려아연은 인터뷰 내용이 왜곡되었다고 주장하며 법적 대응을 예고했습니다. MBK·영풍은 최 회장이 유상증자를 지분율 대결을 위한 도구로 계획했다고 반복적으로 시인했다고 주장하며, 이는 자본시장법 위반이라고 지적했습니다. 고려아연은 이러한 주장을 허위로 간주하며, MBK·영풍 측의 허위 사실 유포에 대해 법적 조치를 취할 것이라고 밝혔습니다.",2024-11-20,0.00020460874075070023,0.00026843151717912404,0.9995269417762757
"<b>고려아연</b> “MBK·영풍, 최윤범 인터뷰 허위 짜깁기”","고려아연은 MBK파트너스와 영풍이 최윤범 회장이 일반공모 유상증자가 사전에 계획됐다고 시인했다는 주장을 허위 사실로 간주하고 법적 조치를 예고했습니다. MBK와 영풍이 블룸버그 인터뷰를 왜곡하여 고려아연 경영진의 명예를 훼손했다고 반박하며, 이들의 주장이 인터뷰의 취지와 내용을 왜곡했다고 주장했습니다. 블룸버그 인터뷰에서는 최윤범 회장이 주주들에게 사과하고 이사회의 권한과 독립성을 개선하겠다는 의지를 밝혔습니다. 고려아연은 MBK와 영풍이 적대적 M&A를 막기 위한 발언을 유상증자와 관련된 것처럼 허위로 적시했다고 비판했습니다. 이러한 상황에서 고려아연은 여론을 호도하려는 시도에 대해 강력히 대응할 것임을 강조했습니다.",2024-11-20,0.00015429574414156378,0.000603549339575693,0.9992421507835388
"<b>고려아연</b>, MBK 영풍 자본시장법 위반 진정","고려아연은 MBK 파트너스와 영풍이 자본시장법을 위반했는지 조사해 달라고 금융당국에 요청했습니다. MBK와 영풍은 고려아연의 자사주 공개매수 절차를 중지시키려는 가처분 신청을 두 차례 제기했으며, 이 과정에서 시장의 불확실성을 조장했습니다. MBK-영풍 측은 가처분 신청 기간 동안 고려아연의 주식을 저가에 매수했으며, 이는 사기적 부정거래에 해당한다고 고려아연은 주장하고 있습니다. MBK 측은 2차 가처분이 인용될 가능성이 높다고 시장에 알리며 주가 상승을 억제하려 했다는 의혹을 받고 있습니다. 이러한 행위는 자본시장법에서 금지하는 부정한 수단을 사용한 행위에 해당할 수 있다고 고려아연은 판단하고 있습니다.",2024-11-21,0.00014888168807374312,0.00018381059635430574,0.9996672749519349
"영풍, <b>고려아연</b> 배당금만 1조1300억… 주식 수익률 4979%","영풍과 장형진 일가는 고려아연으로부터 총 1조1300억원의 배당금을 수령했으며, 영풍의 고려아연 주식 투자수익률은 4979%에 달합니다. 최윤범 회장이 대표이사로 취임한 이후 배당금 지급액이 급증하여 장씨 일가와 관련 회사들이 최대 수혜자가 되었습니다. 영풍은 본업인 제련사업의 부진으로 인해 고려아연의 배당금이 실적 방어에 중요한 역할을 하고 있습니다. 올해 3월 주주총회에서 영풍은 배당금 인상을 요구했으나, 다른 주주들이 고려아연 경영진의 안을 지지하여 부결되었습니다. 영풍은 환경 오염 문제와 관련하여 환경개선에 대한 실질적인 투자액이 부족하다는 비판을 받고 있습니다.",2024-11-23,0.00015492519887629896,0.00023239626025315375,0.9996126294136047
